"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-02",101.9643,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-03",101.9224,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-04",101.8423,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-05",101.8502,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-06",102.0868,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-07",102.5273,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-08",103.0303,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-09",103.5419,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-10",103.9934,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-11",104.3397,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-12",104.5176,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-01",104.4642,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-02",104.1148,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-03",103.4116,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-04",102.4471,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-05",101.2472,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-06",99.77193,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-07",97.97643,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-08",95.8818,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-09",93.57946,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-10",91.40776,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-11",89.85575,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-12",89.25509,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-01",89.61478,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-02",90.77747,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-03",92.492,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-04",94.42312,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-05",96.2152,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-06",97.62496,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-07",98.61013,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-08",99.2896,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-09",99.81171,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-10",100.2461,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-11",100.6362,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-12",100.9766,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-01",101.2315,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-02",101.3493,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-03",101.3867,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-04",101.3629,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-05",101.3115,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-06",101.322,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-07",101.4203,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-08",101.601,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-09",101.7697,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-10",101.911,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-11",102.0377,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-12",102.1623,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-01",102.2427,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-02",102.1298,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-03",101.954,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-04",101.7253,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-05",101.4726,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-06",101.2549,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-07",101.1304,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-08",101.1175,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-09",101.1749,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-10",101.2029,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-11",101.2123,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-12",101.1841,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-01",101.1507,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-02",101.1345,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-03",101.0492,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-04",100.8576,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-05",100.6413,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-06",100.43,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-07",100.2687,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-08",100.153,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-09",100.0817,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-10",100.0446,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-11",100.0655,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-12",100.1645,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-01",100.3623,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-02",100.6253,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-03",100.8745,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-04",101.0223,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-05",101.0681,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-06",101.0318,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-07",100.9019,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-08",100.7272,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-09",100.5228,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-10",100.2449,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-11",99.89001,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-12",99.54546,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-01",99.33514,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-02",99.34879,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-03",99.56583,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-04",99.8772,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.1737,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.3883,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-07",100.5255,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-08",100.6327,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-09",100.7347,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-10",100.794,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.7961,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.7397,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.6294,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.4324,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.149,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-04",99.82088,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-05",99.46741,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-06",99.13359,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-07",98.94154,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-08",98.86343,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-09",98.8718,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-10",98.93547,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-11",98.98273,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-12",98.94497,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-01",98.83199,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-02",98.7461,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-03",98.80002,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-04",98.98103,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.22826,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.48946,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.73289,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.955,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-09",100.1646,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-10",100.3153,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-11",100.4078,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-12",100.4692,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-01",100.572,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-02",100.7893,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-03",101.0618,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-04",101.3722,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-05",101.7548,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-06",102.2282,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-07",102.7386,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-08",103.1789,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-09",103.4664,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-10",103.5607,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-11",103.4877,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-12",103.2872,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2018-01",102.9985,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2018-02",102.5594,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2018-03",101.9231,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2018-04",101.0838,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2018-05",100.065,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2018-06",98.91584,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2018-07",97.69529,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2018-08",96.52046,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2018-09",95.62009,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2018-10",95.15765,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2018-11",95.13478,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2018-12",95.35043,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2019-01",95.67442,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2019-02",96.03724,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2019-03",96.3822,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2019-04",96.68166,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2019-05",96.94736,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2019-06",97.25415,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2019-07",97.6264,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2019-08",98.10614,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2019-09",98.64485,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2019-10",99.22088,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2019-11",99.73103,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2019-12",100.1243,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2020-01",100.3419,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2020-02",100.3895,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2020-03",97.69624,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2020-04",76.0252,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2020-05",89.12086,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2020-06",98.2466,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2020-07",100.6331,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2020-08",100.6425,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2020-09",100.5871,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2020-10",100.4658,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2020-11",100.2912,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2020-12",100.1584,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2021-01",100.1042,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2021-02",100.1905,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2021-03",100.4247,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2021-04",100.7503,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2021-05",101.1704,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2021-06",101.6312,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2021-07",102.0051,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2021-08",102.1882,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2021-09",102.183,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2021-10",102.0546,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2021-11",101.8497,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2021-12",101.5691,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2022-01",101.2334,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2022-02",100.8877,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2022-03",100.5475,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2022-04",100.2408,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2022-05",99.9779,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2022-06",99.77666,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2022-07",99.64898,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2022-08",99.60419,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2022-09",99.58685,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2022-10",99.58721,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2022-11",99.64142,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2022-12",99.7524,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2023-01",99.89069,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2023-02",100.0268,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2023-03",100.1768,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2023-04",100.2858,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2023-05",100.308,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2023-06",100.2318,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2023-07",100.0987,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2023-08",99.94395,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2005-01",99.91676,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2005-02",99.769,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2005-03",99.58781,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2005-04",99.38322,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2005-05",99.20654,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2005-06",99.11085,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2005-07",99.1203,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2005-08",99.21507,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2005-09",99.37179,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2005-10",99.56482,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2005-11",99.78706,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2005-12",100.0324,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2006-01",100.2847,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2006-02",100.5203,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2006-03",100.7413,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2006-04",100.9572,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2006-05",101.1521,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2006-06",101.3215,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2006-07",101.4881,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2006-08",101.6634,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2006-09",101.8333,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2006-10",101.996,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2006-11",102.1586,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2006-12",102.3184,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2007-01",102.4445,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2007-02",102.5595,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2007-03",102.6517,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2007-04",102.6934,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2007-05",102.6814,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2007-06",102.6235,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2007-07",102.5356,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2007-08",102.4451,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2007-09",102.3648,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2007-10",102.285,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2007-11",102.1846,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2007-12",102.0785,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2008-01",102.0061,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2008-02",101.9373,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2008-03",101.8385,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2008-04",101.6783,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2008-05",101.4046,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2008-06",101.0058,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2008-07",100.4887,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2008-08",99.85676,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2008-09",99.11871,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2008-10",98.29269,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2008-11",97.47124,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2008-12",96.79342,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2009-01",96.33452,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2009-02",96.1035,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2009-03",96.10939,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2009-04",96.34486,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2009-05",96.76807,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2009-06",97.31365,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2009-07",97.89806,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2009-08",98.46961,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2009-09",99.01914,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2009-10",99.50008,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2009-11",99.88396,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2009-12",100.1614,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2010-01",100.3447,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2010-02",100.4608,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2010-03",100.5417,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2010-04",100.624,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2010-05",100.7171,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2010-06",100.8481,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2010-07",101.0373,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2010-08",101.2937,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2010-09",101.586,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2010-10",101.868,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2010-11",102.1095,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2010-12",102.3003,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2011-01",102.4114,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2011-02",102.4472,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2011-03",102.4121,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2011-04",102.3047,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2011-05",102.1349,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2011-06",101.8976,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2011-07",101.5907,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2011-08",101.2205,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2011-09",100.804,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2011-10",100.3905,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2011-11",100.004,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2011-12",99.62381,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.24796,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2012-02",98.90227,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2012-03",98.57349,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2012-04",98.25275,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2012-05",97.98232,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2012-06",97.78313,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2012-07",97.65562,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2012-08",97.57955,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2012-09",97.5317,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2012-10",97.52032,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2012-11",97.54208,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2012-12",97.5975,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2013-01",97.68045,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2013-02",97.78317,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2013-03",97.90743,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2013-04",98.0667,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2013-05",98.27504,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2013-06",98.5225,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2013-07",98.78209,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2013-08",99.0392,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2013-09",99.27902,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2013-10",99.47521,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2013-11",99.64497,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2013-12",99.78559,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2014-01",99.91746,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2014-02",100.0415,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.1502,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.2089,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.1855,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.0764,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2014-07",99.91016,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2014-08",99.7297,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2014-09",99.59064,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2014-10",99.51044,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2014-11",99.51273,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2014-12",99.60452,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2015-01",99.77364,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2015-02",99.98438,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.1801,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.3292,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.4174,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.4718,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.5162,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.5833,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2015-09",100.6945,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2015-10",100.8013,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2015-11",100.8582,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2015-12",100.8555,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2016-01",100.8274,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2016-02",100.7825,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2016-03",100.7229,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2016-04",100.6471,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2016-05",100.5403,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2016-06",100.4254,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2016-07",100.2894,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2016-08",100.1661,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2016-09",100.0811,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2016-10",100.0613,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2016-11",100.1009,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2016-12",100.1775,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2017-01",100.2708,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2017-02",100.3657,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2017-03",100.4533,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2017-04",100.5389,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2017-05",100.6451,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2017-06",100.7842,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2017-07",100.9721,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2017-08",101.1988,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2017-09",101.419,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2017-10",101.6072,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2017-11",101.7407,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2017-12",101.7966,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2018-01",101.7602,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2018-02",101.6599,
"ITA","CLI","AMPLITUD","LTRENDIDX","M","2018-03",101.5172,
